Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
51,Yes,Non-Travel,702,Research & Development,23,1,Technical Degree,1,1128,2,Male,95,4,3,Manager,1,Married,3528,22674,8,Y,Yes,15,3,1,80,2,3,0,3,11,8,7,12
41,Yes,Travel_Frequently,1389,Sales,14,2,Human Resources,1,1302,4,Female,77,4,5,Manager,2,Married,12332,12912,2,Y,No,11,4,4,80,1,14,5,3,1,16,11,8
42,Yes,Travel_Rarely,311,Human Resources,24,2,Technical Degree,1,1934,1,Male,40,4,5,Laboratory Technician,4,Divorced,2106,22636,2,Y,Yes,19,3,1,80,2,38,0,1,14,16,0,0
47,Yes,Travel_Rarely,1179,Research & Development,28,1,Other,1,778,2,Male,74,3,1,Human Resources,2,Single,14460,7005,6,Y,No,21,4,3,80,2,15,1,2,3,17,7,16
58,Yes,Travel_Rarely,1369,Research & Development,20,4,Life Sciences,1,1577,4,Female,83,2,4,Research Director,1,Single,16721,17798,7,Y,Yes,12,4,1,80,3,17,6,4,19,5,13,9
33,Yes,Non-Travel,173,Sales,8,1,Human Resources,1,1406,3,Female,44,4,4,Manufacturing Director,1,Single,9340,5010,9,Y,Yes,17,4,3,80,3,13,4,2,20,14,8,7
34,Yes,Travel_Rarely,1141,Sales,7,1,Technical Degree,1,1508,1,Female,50,4,5,Research Director,4,Single,11280,23065,0,Y,No,19,4,3,80,1,18,0,2,21,6,12,11
54,Yes,Travel_Rarely,1267,Human Resources,18,3,Life Sciences,1,669,3,Male,73,3,5,Research Scientist,1,Single,2030,15958,8,Y,No,20,4,1,80,2,7,1,2,31,18,3,3
55,Yes,Non-Travel,1347,Research & Development,24,3,Marketing,1,1570,3,Male,39,3,3,Manufacturing Director,4,Married,7814,12961,4,Y,No,12,4,2,80,2,35,2,3,25,16,11,13
50,Yes,Travel_Rarely,932,Human Resources,2,2,Medical,1,1123,2,Female,63,2,5,Manufacturing Director,4,Divorced,12686,23500,3,Y,Yes,17,4,2,80,2,36,5,4,1,1,8,1
44,Yes,Travel_Rarely,446,Research & Development,8,2,Other,1,267,3,Female,85,3,1,Human Resources,2,Divorced,9531,6485,3,Y,No,13,4,3,80,2,11,0,4,25,2,8,15
22,Yes,Travel_Frequently,1250,Human Resources,21,2,Marketing,1,1131,2,Male,74,2,2,Laboratory Technician,3,Single,5440,18892,9,Y,No,16,3,1,80,0,27,2,1,1,17,12,7
44,Yes,Non-Travel,744,Research & Development,18,3,Marketing,1,268,3,Male,99,3,2,Laboratory Technician,3,Divorced,14012,16517,6,Y,No,11,3,4,80,3,24,4,3,40,17,14,14
37,Yes,Travel_Frequently,753,Sales,16,1,Marketing,1,621,3,Female,39,4,1,Research Scientist,1,Divorced,19536,16808,4,Y,No,21,4,2,80,0,24,0,2,37,13,1,13
51,Yes,Travel_Frequently,836,Research & Development,23,3,Medical,1,2024,2,Female,46,3,2,Manager,4,Married,16709,16930,1,Y,No,13,3,1,80,3,36,6,3,12,10,9,9
38,Yes,Travel_Frequently,299,Research & Development,7,2,Human Resources,1,536,3,Male,47,4,4,Manager,2,Divorced,14624,12004,0,Y,No,11,4,1,80,0,38,0,1,18,14,4,5
36,Yes,Non-Travel,219,Human Resources,18,4,Technical Degree,1,849,2,Female,68,2,4,Sales Executive,3,Married,5520,9328,5,Y,No,24,3,4,80,0,4,1,1,30,7,3,13
24,Yes,Non-Travel,1127,Human Resources,17,3,Medical,1,1989,3,Female,98,3,4,Human Resources,3,Divorced,16153,11432,4,Y,Yes,16,3,2,80,1,22,2,2,34,8,8,8
40,Yes,Travel_Frequently,819,Research & Development,24,2,Human Resources,1,844,4,Male,98,3,3,Manager,4,Single,14509,12745,6,Y,Yes,25,3,3,80,2,27,5,4,22,15,8,1
41,Yes,Non-Travel,138,Research & Development,4,3,Other,1,503,1,Female,97,3,1,Research Director,3,Married,15512,3296,6,Y,No,24,4,1,80,1,21,5,4,4,0,0,3
50,Yes,Travel_Frequently,834,Research & Development,28,3,Human Resources,1,563,3,Male,73,3,2,Research Director,1,Divorced,10854,10203,3,Y,No,14,3,2,80,3,1,1,4,18,7,9,10
35,Yes,Travel_Rarely,1080,Human Resources,4,5,Technical Degree,1,1989,1,Female,54,2,2,Laboratory Technician,1,Married,4240,16025,4,Y,Yes,21,3,2,80,0,8,6,2,28,14,0,15
54,Yes,Travel_Frequently,1393,Sales,4,3,Life Sciences,1,1594,3,Female,34,4,3,Healthcare Representative,2,Single,12931,4706,1,Y,No,19,3,2,80,2,35,0,3,3,3,8,12
40,Yes,Non-Travel,1465,Sales,11,3,Medical,1,40,2,Male,97,4,5,Healthcare Representative,3,Single,10190,19033,1,Y,Yes,21,3,3,80,1,28,5,1,37,10,7,1
29,Yes,Non-Travel,1299,Sales,3,2,Other,1,1406,1,Male,76,2,4,Manager,4,Divorced,18019,19385,9,Y,No,16,4,2,80,3,21,6,2,11,13,8,0
48,Yes,Travel_Frequently,1359,Research & Development,12,3,Other,1,1264,4,Male,33,2,2,Healthcare Representative,1,Single,18761,14540,3,Y,Yes,11,4,3,80,2,40,1,4,6,9,15,5
59,Yes,Travel_Rarely,854,Sales,7,5,Life Sciences,1,1820,1,Female,33,4,2,Manager,4,Single,11607,12509,6,Y,Yes,11,4,1,80,0,13,4,4,20,5,5,12
29,Yes,Travel_Rarely,307,Sales,3,5,Human Resources,1,1680,1,Male,37,3,3,Research Scientist,4,Single,19694,14187,3,Y,No,14,3,1,80,2,19,5,2,34,4,2,4
27,Yes,Travel_Frequently,702,Research & Development,15,2,Marketing,1,1890,1,Male,81,2,2,Laboratory Technician,3,Single,16517,18302,6,Y,Yes,17,3,1,80,3,31,5,2,21,14,6,3
25,Yes,Travel_Frequently,184,Sales,6,4,Other,1,743,1,Male,33,3,2,Sales Representative,4,Divorced,3788,8504,1,Y,Yes,12,3,3,80,0,27,1,3,37,7,4,9
60,Yes,Travel_Rarely,795,Research & Development,20,1,Marketing,1,925,1,Female,81,4,5,Sales Executive,3,Married,12559,6541,3,Y,No,11,3,2,80,1,8,1,1,27,18,0,3
51,Yes,Travel_Rarely,505,Human Resources,2,3,Human Resources,1,848,3,Male,55,4,3,Manager,3,Single,2807,26951,8,Y,No,12,4,3,80,2,37,5,2,31,16,12,16
33,Yes,Travel_Rarely,1026,Sales,2,2,Human Resources,1,1541,2,Male,80,1,3,Sales Executive,2,Single,18905,10012,9,Y,No,17,3,2,80,1,40,6,3,26,15,1,10
55,Yes,Travel_Rarely,1467,Sales,1,5,Other,1,764,3,Female,59,2,5,Sales Representative,4,Divorced,17634,3704,1,Y,Yes,21,4,2,80,0,22,2,2,35,11,9,14
25,Yes,Travel_Rarely,933,Research & Development,21,3,Human Resources,1,1663,4,Female,58,2,1,Sales Executive,4,Divorced,10566,13741,5,Y,No,24,4,3,80,2,32,6,2,16,17,10,8
32,Yes,Travel_Rarely,1054,Sales,15,4,Technical Degree,1,1935,1,Male,84,4,4,Manufacturing Director,4,Single,9860,21295,3,Y,Yes,12,4,2,80,0,23,0,2,26,8,11,7
27,Yes,Travel_Rarely,213,Human Resources,20,3,Medical,1,1217,4,Male,58,4,4,Manufacturing Director,4,Single,5489,22409,6,Y,Yes,12,3,4,80,0,30,6,4,34,5,15,17
60,Yes,Non-Travel,887,Sales,16,2,Other,1,484,4,Female,84,3,4,Manufacturing Director,1,Married,4725,4045,9,Y,No,21,3,3,80,1,17,3,4,28,2,8,3
55,Yes,Non-Travel,154,Human Resources,9,5,Human Resources,1,625,1,Male,95,1,3,Sales Representative,3,Divorced,9983,7241,6,Y,No,25,4,2,80,0,9,6,1,1,10,2,16
44,Yes,Travel_Rarely,1481,Sales,24,3,Medical,1,2015,3,Female,53,3,4,Sales Representative,4,Married,17352,21428,8,Y,Yes,12,4,2,80,0,23,0,2,34,11,8,16
26,Yes,Non-Travel,563,Sales,16,2,Medical,1,946,4,Female,88,4,1,Sales Executive,3,Married,18292,11205,4,Y,No,14,4,1,80,0,10,4,1,10,1,6,13
38,Yes,Travel_Frequently,1293,Research & Development,23,5,Technical Degree,1,1931,4,Female,97,2,2,Sales Executive,3,Married,2818,6040,4,Y,No,12,3,1,80,2,2,2,2,15,13,5,11
39,Yes,Travel_Rarely,468,Human Resources,7,5,Technical Degree,1,1944,1,Male,81,2,1,Laboratory Technician,2,Divorced,10647,7397,3,Y,No,13,3,1,80,1,39,5,2,38,7,12,6
48,Yes,Travel_Frequently,1380,Human Resources,6,1,Human Resources,1,48,3,Male,74,4,3,Healthcare Representative,2,Single,18569,6582,6,Y,Yes,20,4,1,80,0,23,5,2,8,12,3,0
37,Yes,Non-Travel,904,Research & Development,2,3,Medical,1,462,1,Female,76,4,1,Healthcare Representative,1,Single,14411,4735,6,Y,No,20,3,2,80,1,8,5,3,22,12,10,3
43,Yes,Non-Travel,656,Human Resources,23,2,Medical,1,42,1,Female,33,2,1,Sales Executive,2,Divorced,15329,17751,1,Y,No,18,4,1,80,1,19,6,2,10,17,8,2
59,Yes,Travel_Rarely,955,Human Resources,27,3,Technical Degree,1,1069,1,Male,51,4,1,Manufacturing Director,1,Divorced,8778,24506,1,Y,Yes,12,3,2,80,0,7,4,4,27,5,1,14
50,Yes,Travel_Frequently,923,Human Resources,17,3,Human Resources,1,2052,4,Female,64,4,2,Research Director,2,Married,4443,3025,6,Y,Yes,11,3,2,80,3,35,6,1,11,15,3,6
31,Yes,Travel_Rarely,1458,Human Resources,15,5,Human Resources,1,1132,3,Male,58,4,5,Laboratory Technician,2,Married,4240,11760,1,Y,No,24,4,1,80,3,32,6,4,31,7,11,4
24,Yes,Travel_Rarely,597,Human Resources,24,1,Technical Degree,1,260,3,Female,99,1,3,Manager,1,Single,17459,7517,3,Y,No,11,3,1,80,1,0,5,1,34,11,14,13
30,Yes,Travel_Rarely,1146,Human Resources,19,3,Marketing,1,1567,2,Female,52,1,4,Manufacturing Director,4,Single,16248,11374,5,Y,No,14,4,4,80,2,18,4,3,36,13,1,7
33,Yes,Travel_Rarely,1406,Sales,7,3,Life Sciences,1,10,3,Female,56,1,3,Human Resources,2,Married,10080,8296,9,Y,No,12,3,3,80,3,7,2,4,3,6,5,9
25,Yes,Travel_Rarely,138,Human Resources,5,5,Human Resources,1,55,2,Male,65,2,4,Research Scientist,2,Divorced,13026,3592,9,Y,Yes,11,4,1,80,2,17,0,1,6,18,0,10
32,Yes,Travel_Frequently,992,Research & Development,4,3,Other,1,1094,2,Female,83,3,3,Research Director,3,Single,8061,16512,9,Y,No,23,3,3,80,0,31,2,1,2,8,5,9
38,Yes,Travel_Rarely,729,Research & Development,26,2,Life Sciences,1,2026,3,Female,48,1,5,Sales Executive,1,Married,12177,6199,4,Y,No,14,4,2,80,3,39,3,1,12,8,2,16
30,Yes,Travel_Rarely,343,Sales,13,4,Medical,1,2039,1,Female,65,1,1,Manufacturing Director,4,Married,19502,15444,3,Y,Yes,12,3,2,80,1,24,4,3,4,5,0,10
56,Yes,Travel_Frequently,453,Research & Development,21,3,Medical,1,378,3,Male,32,1,2,Research Director,1,Married,3725,3103,5,Y,No,19,3,1,80,1,9,3,4,18,6,3,10
48,Yes,Non-Travel,1475,Sales,17,1,Medical,1,23,1,Female,43,3,1,Research Scientist,2,Single,16881,12275,3,Y,Yes,13,3,2,80,0,5,6,1,29,0,14,0
38,Yes,Non-Travel,843,Sales,14,2,Marketing,1,1293,4,Female,95,2,5,Sales Representative,3,Divorced,18461,6057,0,Y,No,18,3,2,80,1,9,2,1,31,12,14,6
54,Yes,Travel_Frequently,1257,Sales,24,5,Marketing,1,425,1,Male,80,1,5,Laboratory Technician,4,Single,15930,18879,6,Y,Yes,21,4,3,80,0,32,2,3,13,0,8,14
53,Yes,Non-Travel,210,Research & Development,9,1,Medical,1,635,4,Male,41,3,3,Manager,2,Single,8253,6875,7,Y,Yes,24,3,4,80,3,25,1,2,4,0,12,2
21,Yes,Non-Travel,1330,Sales,29,5,Medical,1,1753,1,Male,80,2,2,Research Scientist,1,Single,8830,11913,6,Y,No,22,3,2,80,0,10,4,4,30,14,12,14
36,Yes,Non-Travel,317,Research & Development,27,4,Medical,1,1076,3,Male,66,1,3,Research Scientist,2,Divorced,8139,10118,8,Y,No,14,3,3,80,1,13,1,1,33,13,3,11
36,Yes,Travel_Frequently,539,Sales,12,3,Marketing,1,571,1,Female,69,2,4,Manufacturing Director,2,Divorced,9041,19391,7,Y,No,15,4,1,80,1,25,3,4,30,5,4,5
57,Yes,Travel_Rarely,161,Human Resources,28,1,Technical Degree,1,1795,4,Male,43,1,2,Human Resources,3,Single,18270,26877,2,Y,No,14,4,2,80,0,32,1,4,32,1,10,4
38,Yes,Travel_Frequently,294,Research & Development,24,5,Medical,1,824,1,Male,30,4,5,Human Resources,4,Married,13023,25489,1,Y,No,21,3,3,80,3,40,4,2,0,11,1,9
45,Yes,Travel_Frequently,724,Human Resources,5,1,Marketing,1,1246,3,Female,37,3,1,Laboratory Technician,1,Divorced,19494,5482,8,Y,No,18,4,3,80,1,2,6,4,16,6,8,13
47,Yes,Non-Travel,1150,Sales,16,3,Life Sciences,1,1320,4,Female,56,2,5,Laboratory Technician,2,Married,1718,22371,7,Y,Yes,15,3,2,80,2,35,0,4,16,5,14,7
37,Yes,Non-Travel,1093,Human Resources,22,4,Human Resources,1,113,4,Male,96,3,4,Manager,2,Divorced,7802,2996,0,Y,Yes,21,3,4,80,2,39,3,2,16,12,12,8
57,Yes,Non-Travel,838,Research & Development,17,1,Marketing,1,1894,1,Male,34,4,4,Research Scientist,1,Married,7201,24413,8,Y,Yes,13,3,1,80,2,35,0,2,27,9,3,5
28,Yes,Travel_Rarely,612,Human Resources,14,3,Life Sciences,1,1004,3,Female,97,1,1,Healthcare Representative,3,Divorced,17232,18963,9,Y,Yes,24,3,4,80,1,22,0,4,4,17,12,10
38,Yes,Travel_Frequently,448,Human Resources,11,1,Life Sciences,1,201,1,Male,60,3,1,Manager,3,Divorced,11379,11147,8,Y,Yes,23,3,1,80,0,14,2,2,5,15,5,3
35,Yes,Non-Travel,760,Research & Development,10,5,Life Sciences,1,133,1,Male,73,4,1,Human Resources,3,Divorced,17951,18097,6,Y,No,13,3,3,80,2,2,3,4,8,4,9,16
41,Yes,Non-Travel,1364,Sales,9,4,Other,1,527,2,Male,42,3,2,Sales Representative,4,Single,18473,15700,1,Y,Yes,14,4,1,80,0,31,6,4,15,18,2,11
19,Yes,Travel_Frequently,195,Research & Development,14,3,Human Resources,1,1445,1,Female,52,2,2,Manufacturing Director,3,Married,13823,23929,2,Y,Yes,21,3,1,80,3,13,5,2,20,0,9,17
19,Yes,Travel_Frequently,1483,Human Resources,11,2,Technical Degree,1,493,1,Male,79,2,4,Manager,3,Married,9629,25311,6,Y,No,20,4,4,80,1,27,1,1,34,1,14,10
25,Yes,Non-Travel,714,Research & Development,20,4,Other,1,214,2,Male,36,2,5,Research Scientist,2,Divorced,12863,25904,2,Y,No,19,3,4,80,1,40,1,2,40,2,10,9
45,Yes,Travel_Rarely,1325,Sales,20,4,Other,1,90,2,Male,91,1,4,Healthcare Representative,4,Married,2769,8802,4,Y,Yes,24,4,1,80,1,14,0,4,15,10,5,16
27,Yes,Non-Travel,1208,Human Resources,29,3,Life Sciences,1,1698,2,Female,67,4,1,Laboratory Technician,4,Single,7902,2371,8,Y,Yes,18,3,2,80,1,20,5,4,33,8,9,14
27,Yes,Non-Travel,164,Sales,22,5,Other,1,885,4,Female,68,4,1,Manager,2,Single,4623,13139,0,Y,No,22,4,1,80,3,15,6,4,7,14,15,0
38,Yes,Non-Travel,657,Human Resources,4,4,Human Resources,1,1775,3,Male,88,3,4,Sales Executive,1,Married,6974,13437,0,Y,Yes,11,4,4,80,1,30,0,2,12,17,6,2
31,Yes,Travel_Frequently,1021,Sales,18,2,Marketing,1,31,2,Female,48,4,2,Manufacturing Director,4,Married,15333,11587,8,Y,No,19,3,1,80,1,16,0,2,39,1,15,4
35,Yes,Non-Travel,565,Human Resources,20,2,Marketing,1,1242,3,Male,96,1,1,Laboratory Technician,2,Single,11313,2902,1,Y,Yes,18,4,4,80,2,34,6,4,0,16,12,1
22,Yes,Travel_Frequently,367,Human Resources,16,5,Other,1,1605,1,Female,48,3,4,Research Scientist,1,Divorced,18840,16067,1,Y,Yes,17,3,3,80,1,14,0,1,39,15,0,8
27,Yes,Non-Travel,317,Research & Development,17,1,Human Resources,1,1637,1,Male,97,2,1,Research Scientist,3,Divorced,2723,19888,8,Y,No,20,4,1,80,3,28,1,2,24,6,13,14
51,Yes,Travel_Frequently,900,Human Resources,6,5,Human Resources,1,334,2,Female,45,3,5,Research Scientist,3,Married,6254,7539,8,Y,No,11,4,3,80,0,30,0,2,11,15,3,7
56,Yes,Travel_Rarely,868,Sales,3,5,Technical Degree,1,1728,1,Female,57,2,3,Healthcare Representative,2,Married,14274,4680,4,Y,Yes,11,3,2,80,2,22,3,4,21,7,2,17
34,Yes,Travel_Frequently,602,Research & Development,21,1,Technical Degree,1,417,1,Male,42,2,4,Research Director,4,Single,7451,3683,4,Y,Yes,25,4,1,80,2,20,6,4,29,17,2,8
59,Yes,Non-Travel,104,Sales,12,2,Other,1,1168,1,Male,82,2,1,Manager,3,Married,14378,12477,1,Y,Yes,11,4,2,80,3,13,3,4,29,10,9,7
53,Yes,Travel_Frequently,1182,Human Resources,8,1,Other,1,440,1,Male,95,1,3,Research Scientist,4,Divorced,6759,9722,1,Y,No,13,4,1,80,1,34,6,3,11,7,7,17
37,Yes,Travel_Frequently,293,Human Resources,20,3,Marketing,1,1874,1,Male,41,3,1,Research Director,3,Married,10802,21969,2,Y,No,20,3,1,80,1,3,0,1,20,5,1,12
60,Yes,Non-Travel,109,Research & Development,20,5,Technical Degree,1,542,2,Male,54,2,4,Laboratory Technician,3,Divorced,3026,16556,6,Y,No,11,4,2,80,2,15,3,1,39,3,14,4
23,Yes,Travel_Rarely,419,Research & Development,28,3,Medical,1,1582,2,Female,85,2,2,Sales Executive,2,Divorced,7840,2414,2,Y,No,14,4,3,80,1,29,5,1,38,12,5,3
49,Yes,Non-Travel,771,Human Resources,6,5,Life Sciences,1,816,2,Male,62,3,3,Sales Representative,2,Divorced,7237,12141,6,Y,Yes,20,3,4,80,2,35,5,2,4,15,1,15
21,Yes,Travel_Rarely,174,Research & Development,13,1,Medical,1,524,4,Female,70,1,3,Laboratory Technician,2,Single,14779,5078,6,Y,Yes,19,4,4,80,1,23,2,2,33,17,14,4
30,Yes,Travel_Frequently,1014,Research & Development,22,1,Other,1,376,1,Female,65,2,2,Manager,1,Single,14731,23784,8,Y,No,18,4,2,80,2,24,2,3,8,13,6,12
52,Yes,Travel_Rarely,915,Sales,5,3,Marketing,1,216,4,Female,62,4,2,Laboratory Technician,1,Married,12505,2185,4,Y,No,24,4,2,80,3,20,2,3,30,18,13,16
36,Yes,Travel_Rarely,849,Research & Development,12,1,Marketing,1,428,1,Female,77,2,5,Manager,4,Married,4879,7450,2,Y,Yes,15,4,3,80,1,33,0,3,3,17,12,3
30,Yes,Non-Travel,908,Research & Development,4,2,Medical,1,1086,1,Male,38,2,1,Human Resources,4,Single,16040,9424,6,Y,Yes,24,4,4,80,0,19,4,4,6,3,13,5
32,Yes,Non-Travel,637,Human Resources,3,4,Other,1,2057,3,Female,49,1,3,Laboratory Technician,1,Married,16075,22548,3,Y,No,19,3,4,80,0,4,5,2,11,2,13,16
58,Yes,Travel_Frequently,450,Human Resources,19,5,Marketing,1,1282,1,Female,91,2,2,Human Resources,2,Divorced,13046,15347,3,Y,Yes,13,4,2,80,1,7,2,3,32,16,11,17
51,Yes,Travel_Frequently,1060,Sales,15,4,Marketing,1,1109,1,Male,54,2,1,Sales Representative,1,Divorced,6306,19340,5,Y,No,23,4,2,80,1,0,2,3,22,18,1,2
31,Yes,Travel_Frequently,1068,Sales,22,4,Marketing,1,1749,3,Male,60,4,2,Human Resources,4,Single,18465,11077,4,Y,No,20,3,2,80,3,16,2,1,22,14,14,16
54,Yes,Non-Travel,739,Human Resources,6,2,Human Resources,1,982,2,Male,71,3,5,Research Director,3,Divorced,17899,4524,5,Y,Yes,11,4,2,80,1,33,1,1,4,1,11,6
25,Yes,Travel_Rarely,1144,Sales,19,5,Other,1,150,2,Female,59,2,1,Laboratory Technician,4,Divorced,1738,3709,2,Y,No,17,3,1,80,3,40,5,4,38,18,14,2
49,Yes,Non-Travel,973,Research & Development,22,4,Human Resources,1,2026,4,Female,68,4,4,Sales Executive,3,Married,8310,24211,7,Y,No,21,3,4,80,2,40,4,4,0,18,12,6
29,Yes,Travel_Rarely,1423,Sales,17,3,Life Sciences,1,14,1,Female,92,3,5,Sales Executive,3,Married,15469,14318,7,Y,No,15,4,3,80,3,8,2,4,14,16,13,15
35,Yes,Travel_Rarely,276,Sales,23,1,Marketing,1,1538,1,Male,48,4,1,Healthcare Representative,2,Married,6411,20336,3,Y,No,15,4,3,80,3,15,3,3,30,3,8,15
42,Yes,Travel_Rarely,1388,Sales,22,2,Marketing,1,1596,1,Male,75,1,4,Manufacturing Director,2,Single,4925,4617,2,Y,Yes,16,3,1,80,3,2,2,2,17,17,4,7
20,Yes,Non-Travel,763,Human Resources,5,1,Life Sciences,1,2052,3,Female,69,2,1,Manufacturing Director,1,Single,19358,18032,6,Y,Yes,16,4,1,80,3,31,0,3,1,17,13,11
25,Yes,Non-Travel,1110,Sales,23,1,Medical,1,248,4,Male,79,2,4,Sales Executive,4,Divorced,2127,13515,3,Y,Yes,16,3,1,80,3,36,1,1,1,16,8,16
18,Yes,Travel_Frequently,1121,Research & Development,3,5,Other,1,378,4,Female,42,1,4,Research Scientist,3,Divorced,6570,11154,5,Y,No,22,4,2,80,0,40,1,2,7,14,4,8
59,Yes,Non-Travel,382,Research & Development,3,1,Medical,1,1685,1,Female,99,4,3,Manager,2,Single,10391,8220,1,Y,No,15,4,3,80,0,30,0,3,4,4,13,14
34,Yes,Travel_Frequently,130,Sales,9,2,Human Resources,1,1997,4,Male,92,1,1,Sales Executive,2,Married,8939,11767,2,Y,No,16,3,1,80,3,23,6,1,35,0,5,12
32,Yes,Travel_Rarely,201,Sales,28,1,Life Sciences,1,600,3,Male,34,3,1,Laboratory Technician,3,Divorced,3596,10491,9,Y,No,22,3,1,80,0,9,3,4,21,15,9,9
54,Yes,Travel_Rarely,817,Human Resources,27,2,Life Sciences,1,194,1,Female,68,2,1,Human Resources,2,Married,7334,10035,9,Y,Yes,23,3,3,80,1,40,3,2,25,16,14,13
21,Yes,Non-Travel,648,Research & Development,6,3,Other,1,1665,2,Male,51,4,3,Sales Executive,1,Married,15330,19904,8,Y,No,14,3,1,80,1,36,0,2,21,6,13,4
24,Yes,Non-Travel,358,Research & Development,27,4,Technical Degree,1,1310,2,Female,42,2,2,Sales Executive,3,Single,4136,10354,2,Y,No,25,4,4,80,0,34,5,3,1,16,6,9
56,Yes,Non-Travel,1448,Sales,19,1,Marketing,1,698,1,Male,90,3,2,Sales Representative,4,Single,16309,14413,9,Y,Yes,11,4,3,80,1,7,3,1,10,7,0,11
30,Yes,Travel_Rarely,831,Research & Development,5,2,Life Sciences,1,712,4,Male,44,3,1,Human Resources,1,Married,8545,16651,6,Y,Yes,17,4,1,80,0,13,6,2,38,6,14,0
56,Yes,Travel_Frequently,520,Human Resources,3,1,Technical Degree,1,218,3,Male,89,2,1,Laboratory Technician,3,Single,6373,7906,4,Y,Yes,16,4,2,80,3,5,0,4,32,9,12,15
40,Yes,Non-Travel,987,Sales,6,3,Life Sciences,1,263,2,Female,94,4,4,Manufacturing Director,2,Married,17113,11422,3,Y,No,20,3,2,80,2,1,2,1,36,13,0,12
52,Yes,Travel_Frequently,1340,Sales,19,5,Life Sciences,1,330,1,Female,67,1,3,Manager,3,Divorced,14206,12614,2,Y,Yes,18,3,1,80,1,31,2,1,1,17,0,10
48,Yes,Non-Travel,1088,Human Resources,17,4,Other,1,1824,4,Male,37,4,4,Laboratory Technician,1,Married,2241,5164,3,Y,No,24,3,3,80,1,34,1,3,28,14,2,3
21,Yes,Travel_Frequently,379,Human Resources,20,1,Marketing,1,988,4,Male,61,4,2,Manager,3,Single,2818,25415,9,Y,Yes,24,3,4,80,1,8,5,4,19,11,9,2
25,Yes,Non-Travel,1185,Sales,20,5,Other,1,1575,3,Female,47,1,4,Research Scientist,2,Divorced,18498,5130,8,Y,Yes,12,4,3,80,1,25,6,1,26,0,7,10
19,Yes,Travel_Frequently,967,Sales,25,5,Medical,1,1329,3,Male,40,1,4,Manager,4,Divorced,11906,20604,0,Y,Yes,12,4,1,80,0,24,5,1,32,3,8,8
54,Yes,Non-Travel,591,Human Resources,28,2,Medical,1,1402,3,Female,67,4,1,Manufacturing Director,2,Divorced,1862,6582,2,Y,Yes,17,4,4,80,2,28,1,1,10,15,12,0
50,Yes,Travel_Rarely,891,Human Resources,18,5,Other,1,1086,4,Male,82,3,5,Human Resources,4,Single,9155,13095,0,Y,Yes,17,4,2,80,3,7,6,4,7,2,13,3
29,Yes,Travel_Rarely,914,Sales,1,2,Technical Degree,1,763,1,Male,46,3,2,Sales Representative,2,Single,4734,6418,5,Y,Yes,22,4,2,80,3,35,5,1,1,2,0,6
18,Yes,Travel_Rarely,288,Human Resources,13,3,Marketing,1,1941,1,Male,87,4,2,Manager,3,Single,19972,19285,5,Y,Yes,23,3,1,80,0,31,6,4,32,11,13,16
29,Yes,Travel_Frequently,914,Research & Development,20,2,Life Sciences,1,1879,1,Male,96,1,1,Manufacturing Director,3,Single,5582,9262,6,Y,Yes,16,3,2,80,2,7,0,2,24,4,9,2
38,Yes,Travel_Frequently,979,Sales,15,1,Human Resources,1,2029,1,Female,67,3,2,Sales Representative,4,Divorced,15322,18501,3,Y,Yes,25,4,2,80,0,37,1,3,27,0,6,15
25,Yes,Travel_Frequently,1108,Research & Development,4,2,Human Resources,1,1556,1,Female,47,2,3,Manager,1,Divorced,14359,23219,2,Y,Yes,13,4,2,80,1,0,6,2,38,15,15,10
51,Yes,Travel_Rarely,936,Sales,17,1,Human Resources,1,693,3,Male,96,2,1,Research Director,2,Married,1849,7663,5,Y,Yes,12,3,3,80,2,29,0,2,14,18,6,5
46,Yes,Travel_Frequently,1170,Sales,15,3,Other,1,1335,2,Female,48,2,4,Manager,1,Single,15167,15518,4,Y,Yes,13,4,4,80,0,1,3,1,35,17,2,11
28,Yes,Non-Travel,239,Human Resources,25,1,Medical,1,187,3,Male,35,2,2,Healthcare Representative,1,Divorced,3167,25037,5,Y,No,14,4,3,80,2,32,2,2,13,4,2,9
36,Yes,Non-Travel,1364,Human Resources,24,4,Marketing,1,1563,2,Male,44,1,4,Manufacturing Director,2,Single,14930,4602,7,Y,No,25,4,2,80,3,24,1,1,16,9,13,9
39,Yes,Travel_Frequently,719,Human Resources,2,1,Medical,1,1358,4,Female,32,4,1,Sales Executive,1,Single,5672,21443,5,Y,Yes,23,3,1,80,2,11,2,2,0,2,7,7
54,Yes,Travel_Frequently,1284,Research & Development,20,2,Marketing,1,2055,2,Female,75,3,1,Manager,4,Married,8765,16352,5,Y,Yes,25,4,1,80,0,7,4,4,30,7,15,1
45,Yes,Travel_Rarely,814,Human Resources,6,1,Other,1,1090,1,Male,100,1,5,Research Scientist,2,Divorced,17423,18794,4,Y,No,15,3,3,80,3,26,6,2,16,16,0,16
